blue,green,red,redge,nir,ndvi,ndre,cire,sipi,mndvi,plot,date
0.024569603122638946,0.05829370257082023,0.03337979694814685,0.20354885105383855,0.4674466998187812,0.8522271756333112,0.3940105886835799,-0.6086617825761108,2.7323015710316634,-0.9329644398080859,1,2021-08-02
0.02227491755425196,0.05626305679157328,0.0340262002700782,0.19247621619534877,0.40873794040009737,0.8252356308426618,0.3618694266327746,-0.5293004648667357,2.6311856430796454,-0.47021344376319707,2,2021-08-02
0.025233032694441323,0.06403574764388423,0.03893872349251986,0.1969020846054055,0.411020978722963,0.806132133142325,0.3530706780473398,-0.5336928283623766,2.6533929266308465,-0.49193242105524054,3,2021-08-02
0.024315068705130543,0.06981933317801295,0.03149349050157271,0.20806596809308361,0.44001681390843167,0.8538961758995153,0.36086090866265286,-0.5770462460179145,2.4966730548010485,-0.9219435727439383,4,2021-08-02
0.027216983141691804,0.06959043221094124,0.040737383995505576,0.2240817109266778,0.4563009479846147,0.8229697460752582,0.34632801951259845,-0.6192122694522488,2.5574666473180487,-0.873486558196919,5,2021-08-02
0.02798404756064866,0.07293050813461209,0.04063068605605504,0.2243523585293668,0.4512954712789296,0.8183377655617647,0.3413659361407415,-0.6129088377581634,2.4911791470278026,-0.45800228075147964,6,2021-08-02
0.023623521010808498,0.06819463323322883,0.033884987577272395,0.22254831494941546,0.45849495451459976,0.8516508686077952,0.35366123540465755,-0.6176536981547427,2.46046900437455,-0.8471248175575983,7,2021-08-02
0.02337971203960478,0.062355142281891145,0.032121667159182216,0.2017982490663183,0.44409839288327096,0.8520045546200129,0.37710442697284996,-0.5782457616750375,2.613720243121974,-0.8700951547563851,8,2021-08-02
0.022662826477641843,0.062172266123905806,0.03157510922137129,0.20270046225465616,0.4475631335438833,0.8549204199495674,0.3785744948387033,-0.5828264269279751,2.6162937660358976,-0.7559168261685135,9,2021-08-02
0.023664507861804532,0.06000657723081747,0.033218984397424454,0.18946316130971658,0.44014436865838047,0.8441076683629314,0.40015588983958655,-0.5625169539011026,2.8505450917959196,-1.0814628753456503,10,2021-08-02
0.025130639786240836,0.0633464474556525,0.03448836425629986,0.19726308295440032,0.42747750459416334,0.8350754473644942,0.37165062785958014,-0.5539206583365271,2.6595101640143692,-0.5201193156431136,11,2021-08-02
0.023777711025954527,0.05588091658323068,0.03341388432915405,0.17942885876940023,0.4061702183131191,0.8257591661297722,0.3845869415299783,-0.5123947463484183,2.7928115522987906,-0.4141809408381047,12,2021-08-02
0.024494897589422145,0.05809190630626666,0.042984898508724265,0.17842452552602447,0.3147829745866668,0.729930441204577,0.27959845303088704,-0.39994536731275526,2.4424561266972695,0.005691116550124757,13,2021-08-02
0.027317990187664794,0.059880431198840234,0.04708922401424751,0.1774981649242768,0.33505448884845934,0.7195766848837292,0.305542927607987,-0.42540058821448373,2.732988555508431,-0.02458783042885487,14,2021-08-02
0.026190827326392805,0.057447558114914817,0.03728375633745145,0.1842602651618807,0.3627074014451442,0.7868434312381059,0.3266339750475075,-0.4621115046172208,2.529966724302501,-0.45275573211800013,15,2021-08-02
0.025819653715444008,0.06053501702192642,0.03775902213405782,0.19141006253802817,0.3971750034264072,0.8019641276111891,0.35183804541293745,-0.5139527239100078,2.6027783865459284,-0.7375545901331511,16,2021-08-02
0.02561498518891117,0.06698111921454532,0.04009003399200339,0.2271989737653195,0.4421287933319794,0.8138777982756011,0.32786213249131385,-0.6042274139745439,2.450710834446114,-0.5740803039096705,17,2021-08-02
0.024007033506231092,0.06453540414177038,0.035254907345333,0.2070071485837485,0.44434887004153584,0.8351463558741654,0.370770106931134,-0.586165339361169,2.696813801871052,-0.7155234902939225,18,2021-08-02
0.021580474883452196,0.058051696342827,0.027766233812875244,0.18735615664559585,0.43078335625790987,0.8663874551865115,0.39843678579314135,-0.5495860992068496,2.7161294607888973,-1.0858622821667478,19,2021-08-02
0.021827444121077014,0.05941714539573329,0.029589241190890292,0.1884719457358708,0.41824718473113576,0.8503351054017747,0.38070112376364684,-0.5331187623121086,2.665855546192734,-0.7847178420713271,20,2021-08-02
0.020156924132316036,0.05312046325482617,0.027615155003796604,0.16593008122302427,0.3789921936574577,0.8446381931673256,0.3930457329402517,-0.46851328140231874,2.7855483723787353,-0.7231518294857007,21,2021-08-02
0.025105672058707326,0.06159803101192963,0.035646694722829476,0.18424604418842327,0.39293184479584564,0.8109584737751119,0.3607707880433034,-0.4999380248553151,2.6823232107261945,-0.4577592358110058,22,2021-08-02
0.019931986268590655,0.04180364926489552,0.027753560965805953,0.12071820349318298,0.29492980837919525,0.8009225571547662,0.41839653086171386,-0.3420618002420701,3.4370018287073516,-0.456517975692135,23,2021-08-02
0.023008513911258268,0.057052175187288806,0.036619902295836115,0.17336654330777837,0.3311234701580336,0.7724715345988172,0.3138201328682576,-0.41632222364618793,2.48001909088549,-0.28780190108131437,24,2021-08-02
0.024764840842172158,0.05523785062987309,0.03972681081220062,0.1718589190704032,0.32960705930477824,0.7534943632484778,0.31393028299352455,-0.414250126826892,2.5312329093979367,-0.2876957587160835,25,2021-08-02
0.021542898919301598,0.052427392141079866,0.030539549148610238,0.17655097173702208,0.37196689375023256,0.8277281291275291,0.3569453494042815,-0.46686212807329625,2.552566547153218,-0.6047624725973556,26,2021-08-02
0.022104203463885086,0.052586617764903164,0.03051191940059269,0.17273356450015023,0.3759094662827283,0.827655945712418,0.36985861655922997,-0.46889079689916674,2.588759698895317,-0.9068635436996165,27,2021-08-02
0.023301473622785125,0.0584444095600922,0.03332283771196883,0.1898374244831638,0.42103772667338973,0.834726160185592,0.3800208882449632,-0.5391178100502056,2.697900428478597,-0.8599549280994196,28,2021-08-02
0.022829027119162158,0.058527106477845245,0.03503825929601661,0.2062768009542892,0.4417818484911618,0.8371609088283364,0.36905588234086417,-0.5825526432660982,2.636947569589531,-0.9818120335931589,29,2021-08-02
0.022015559195157523,0.057560781319133114,0.03422850003444146,0.18810622636634272,0.41821424468146284,0.8332134554499214,0.3817617895444676,-0.5356858017945892,2.5800013257702195,-0.9147740655060359,30,2021-08-02
0.023898919500263426,0.05898878186002045,0.03347903261287701,0.18478619268920748,0.4078247323660156,0.8310272202689606,0.37997837649603616,-0.5183997379882879,-4.579133942366823,-0.8599796085414328,31,2021-08-02
0.020837121097053456,0.05540730324205259,0.02953160999862163,0.1768605081961463,0.39414144594240746,0.8413165721534289,0.38250454057866007,-0.4946068874158655,2.7132479552211786,-0.5206771201297551,32,2021-08-02
0.024583100372272564,0.06176597874492993,0.03476931583983366,0.19765955784597655,0.4174476756901234,0.828002809712202,0.35867992036969515,-0.5405204324448147,2.5801862453159483,-0.5744413976083776,33,2021-08-02
0.017180779710253384,0.049301323476498564,0.028567330212600762,0.14862707753228332,0.3652903040858215,0.8334063690421751,0.42214880650442327,-0.4412975739434159,3.378088427168848,-0.6361958419855275,34,2021-08-02
0.027484648464431393,0.06946836777316884,0.043632579071301296,0.23181812515381386,0.4706403956950914,0.8123663438853422,0.3418064087514944,-0.6463958648434615,2.629995401238408,-0.5624987734705067,35,2021-08-02
0.027478311815836775,0.07332335463543302,0.04389518257606215,0.22640006063180243,0.4458780840702042,0.7968273081587952,0.3272567130205246,-0.6087992159592788,2.5162694935262593,-0.3103782429989433,36,2021-08-02
0.0252191169901756,0.06154771835910466,0.036004361051323756,0.20197805447449999,0.42879342155074257,0.8282890984293457,0.3619902792880908,-0.5613192414060972,2.6299761693256385,-0.64989803359413445,37,2021-08-02
0.024348670019040897,0.06283112975032572,0.03451642034472996,0.20812858634588258,0.4614012864727572,0.8472470313896446,0.38255180234355163,-0.6076666121414319,2.6135721332655333,-0.8562301124216426,38,2021-08-02
0.025300215023154216,0.05947328491566706,0.03604092532362353,0.20657953393618375,0.43645783503260066,0.8318661672840966,0.3616866824065555,-0.5743061431211606,2.5783365661932347,-0.7183310743569694,39,2021-08-02
0.023230384487108117,0.06380880250549167,0.03683221077255617,0.21066913298379575,0.4795214136515263,0.842205895850148,0.39253820457631317,-0.6343673391581487,2.8307034237597715,-0.7612609133125466,40,2021-08-02
