blue,green,red,redge,nir,ndvi,ndre,cire,sipi,mndvi,plot,date
0.0234365684798309,0.059591319343218374,0.04362132681108275,0.1444027335288083,0.31312519093400226,0.6988392422804621,0.35153433476274926,-0.3789602649992375,3.6417334033630357,0.3357828096650125,1,2021-07-07
0.02282100276455048,0.05970168223545373,0.04427105209949365,0.14320501179447245,0.3003495828697592,0.6909050822159737,0.3404127109786782,-0.36235153358986644,3.5501252024941965,0.3831091051871136,2,2021-07-07
0.022290884497116338,0.060343720082595635,0.0429655311576603,0.1441267411796176,0.30375921333021316,0.6985894123755295,0.34248548402255385,-0.36741735904804346,3.484419571767532,0.3004619363181852,3,2021-07-07
0.02211413375895872,0.06289556360788091,0.04265935745590247,0.14935794380194858,0.31750875595711164,0.7124581893056434,0.3477512342917868,-0.386596256054533,3.431202844552356,0.3637140070775556,4,2021-07-07
0.023114898376451427,0.05985613940561285,0.046189467898410594,0.1392655068533049,0.2849417228789928,0.676337862295246,0.33149236058823833,-0.34082825070565365,3.5580892380320726,0.4442368504298097,5,2021-07-07
0.022375835231898577,0.061179920347931196,0.041500244233228845,0.14629043572197958,0.31178259024346,0.7198423733609683,0.35042468034114904,-0.37684599288070697,3.376905239963549,0.24863497029285261,6,2021-07-07
0.020861325829098543,0.058709568516481854,0.03996187177342611,0.14128532011104702,0.3017970074940487,0.7235433325638898,0.3521370046483111,-0.36185395601132647,3.4070518224766726,0.301009615366666,7,2021-07-07
0.02132974855184999,0.05750314101899913,0.039892175810071595,0.1370613897193915,0.295613456937276,0.7157179174503924,0.35507981052521026,-0.3531518142996198,3.494424976343522,0.34119340094209716,8,2021-07-07
0.02188218718806057,0.05869400800956324,0.04093411798049702,0.14137982250510966,0.302336755899024,0.7115535479350596,0.3503842085804408,-0.3637379375720401,3.4814726878532776,0.32563499811703506,9,2021-07-07
0.022603187242301984,0.05975365999054198,0.04357306842443875,0.14290671521935597,0.2992025021916137,0.696297817019117,0.3402171446094348,-0.36054561688432407,3.5164631066885956,0.39810832137540925,10,2021-07-07
0.02089238441472932,0.048802161800688554,0.04060995014630651,0.12152262404852476,0.2446870792784601,0.6569093343828624,0.32211392052989685,-0.2870936893940667,3.6731430781852374,0.49929140294004326,11,2021-07-07
0.023508877506114637,0.05890453039065808,0.047592968713421904,0.13688859838038142,0.2807071748999009,0.6557863871197727,0.32765723983406225,-0.3354612323657077,3.761214384118161,0.5812196925031308,12,2021-07-07
0.022187066079112104,0.05638866630121427,0.04349103161806539,0.13418877394040488,0.28197668217972005,0.678026152210604,0.34417174345969076,-0.3377331757362964,3.7735407898101503,0.5261465375377359,13,2021-07-07
0.022755581888672733,0.05684062487085276,0.04544145035136672,0.13391346787567474,0.27537678361878365,0.6666546626702494,0.3337415758576336,-0.3282153526874953,3.6955830064947888,0.5088588229648063,14,2021-07-07
0.02272741724113483,0.05738842736054432,0.04389309987965738,0.1379282697130077,0.28730497478991834,0.6838893452832591,0.3418451099761281,-0.34542070694659044,3.6354208159097583,0.39704536804066526,15,2021-07-07
0.02140498047380659,0.05666796204390855,0.04005206692188088,0.13706567755697815,0.29376091256427256,0.7116083921244606,0.3544428839765433,-0.35197750951505713,3.5363114840211187,0.40365150290029683,16,2021-07-07
