Plot,year,date,severity,new,blue,green,red,redge,nir,ndvi,ndre,cire,sipi,mndvi
17,2021,D1,1.05,2021-07-15,0.021287516935819917,0.05645641128180106,0.03279427513332218,0.14833818789725128,0.35014623651291216,0.7989040219281961,0.4000442102263665,-0.42221035520930544,3.1715412736262643,-0.19998354087483303
17,2021,D2,2.4,2021-07-20,0.020739718430936083,0.05667053926648563,0.03645774730994324,0.16738177824429015,0.3937831036154121,0.8025925551637955,0.39773670313801374,-0.48476098136091816,3.136612689328221,-0.2128007021730204
17,2021,D3,9.25,2021-08-02,0.02561498518891117,0.06698111921454532,0.04009003399200339,0.2271989737653195,0.4421287933319794,0.8138777982756011,0.32786213249131385,-0.6042274139745439,2.450710834446114,-0.5740803039096705
17,2021,D4,21.2,2021-08-25,0.02884645066296601,0.05705890819410142,0.06533360235512127,0.12029127669805192,0.186998227817098,0.4882257797518728,0.2250774935023759,-0.2164979253099752,3.455756694986575,-0.005195640495169156
17,2021,D5,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2021,D0,0,2021-07-07,0.020157547062485303,0.054231159999131744,0.03848824340100785,0.13112026319867476,0.2787107491156573,0.7109046645937876,0.3537186275324196,-0.33152266865642205,3.5702304806853933,0.37412852254548246
18,2021,D1,0.5,2021-07-15,0.020954899254433088,0.05585342439464733,0.032718934675216034,0.1444677152551664,0.3498758316830615,0.7997719131601811,0.41131917451177546,-0.4200385505510408,3.2830352360300368,-0.08124797459654781
18,2021,D2,5.05,2021-07-20,0.02024998650224348,0.05755859334794882,0.03581589648658612,0.166256115368732,0.4091635495078529,0.8133004319369008,0.4166660424815868,-0.5018691419753909,3.293756811407972,-0.2144020219147529
18,2021,D3,9.85,2021-08-02,0.02400703350623109,0.06453540414177038,0.035254907345333,0.2070071485837485,0.44434887004153584,0.8351463558741654,0.370770106931134,-0.586165339361169,2.696813801871052,-0.7155234902939225
18,2021,D4,21,2021-08-25,0.032767044180732306,0.06359781325511785,0.07456906593156883,0.12513662882802012,0.1891988973848876,0.4570188961870063,0.2115906408871041,-0.21998599888871875,3.756005773996665,-0.030885031710745893
18,2021,D5,53.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2021,D0,0,2021-07-07,0.0219306761812038,0.05637151933420381,0.039961712798767854,0.130619264442768,0.28346469463210616,0.7008748517725125,0.35785444425521606,-0.337456407002734,3.7791832114263215,0.2192195768680356
19,2021,D1,0.45,2021-07-15,0.021852060622324792,0.056821433014720986,0.03272919048947489,0.14171554796888802,0.3463017255098828,0.7920994650269638,0.41094691360622976,-0.4149173584831992,3.3226200462695226,-0.204941249473175
19,2021,D2,4.35,2021-07-20,0.02082344923776156,0.05814276351343282,0.03632322149052575,0.16630192162090043,0.4077441723758556,0.8067838382447543,0.4127645123225966,-0.5008288162010179,3.286127929580364,-0.2931720786863684
19,2021,D3,12.3,2021-08-02,0.0215804748834522,0.058051696342827,0.027766233812875244,0.18735615664559585,0.43078335625790987,0.8663874551865115,0.39843678579314135,-0.5495860992068496,2.7161294607888973,-1.0858622821667478
19,2021,D4,52.7,2021-08-25,0.02708242078352415,0.0599990739615574,0.05766793710528716,0.1504990499579037,0.24503368740476225,0.5946146831739039,0.23743694581509348,-0.3006648756184111,1.7972653503773086,0.0416937059215949
19,2021,D5,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2021,D0,0,2021-07-07,0.02214865463562612,0.0572545291332616,0.041776717947557857,0.1331510645951599,0.2830351031546686,0.69142917893291,0.3488766190232624,-0.3374060120647723,3.6223864483496735,0.2670115421275066
20,2021,D1,0.225,2021-07-15,0.022029717887235806,0.05714222009430958,0.03436179620111462,0.14617139150421832,0.34417857369984034,0.782569201962749,0.3957798752878774,-0.4144386324390432,3.218524031253187,-0.1793357878659614
20,2021,D2,3.275,2021-07-20,0.02130630914294375,0.059522629197864094,0.0373312539811456,0.16917121216016326,0.4058952225518351,0.7983298265645488,0.4039077663542031,-0.5013951110100655,3.257396597036338,-0.0064584782133628345
20,2021,D3,11.35,2021-08-02,0.02182744412107701,0.05941714539573329,0.02958924119089029,0.1884719457358708,0.41824718473113576,0.8503351054017747,0.3807011237636469,-0.5331187623121086,2.665855546192734,-0.7847178420713271
20,2021,D4,11.6,2021-08-25,0.027660028100121865,0.05688757935773853,0.06456498213190405,0.12805798068843435,0.20019659053856229,0.5069555628155331,0.22060311926332143,-0.23560670882560025,3.3783880927127434,0.12080258024118865
20,2021,D5,18.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2021,D0,0,2021-07-07,0.02122350382291625,0.05473365566472792,0.041936756492472256,0.12957531276441642,0.27374503632363417,0.6830712282979737,0.3463346288360896,-0.3250037333169458,3.703903531701301,0.39212222665821
21,2021,D1,1,2021-07-15,0.020982340846284,0.054838503393391615,0.032418128726512466,0.1348340025775491,0.3203631263221338,0.7814716733686952,0.399799335577158,-0.3798012051107707,3.295616920130251,-0.1324388877055357
21,2021,D2,3.675,2021-07-20,0.020796879998121867,0.05889000925249569,0.03666624291938179,0.16971016830013366,0.3959561759524412,0.8020223701081003,0.39377773830820095,-0.4884181891004968,3.098489752332912,-0.1350575729005716
21,2021,D3,12.7,2021-08-02,0.02015692413231604,0.05312046325482617,0.027615155003796604,0.16593008122302427,0.3789921936574577,0.8446381931673256,0.3930457329402517,-0.46851328140231874,2.7855483723787358,-0.7231518294857007
21,2021,D4,17.7,2021-08-25,0.02838966423451698,0.05722612502328455,0.06488700743678731,0.12713730611671475,0.19923039764478595,0.5115626280388945,0.2244216564639196,-0.23296813084374443,3.2808525015184253,-0.0581929351626807
21,2021,D5,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2021,D0,0,2021-07-07,0.022003680632548463,0.05443210331649085,0.04510647286716955,0.13273594554615847,0.2787726800364963,0.6671694016761299,0.3387557595803543,-0.33219422782180974,3.766054367235177,0.4383503429845528
22,2021,D1,1.175,2021-07-15,0.019017549650223956,0.04792083783396869,0.029241721932253977,0.1168986432673207,0.267757640025505,0.7610975779711052,0.3815743924816468,-0.3103249749244172,3.194436377905212,0.0458092648807521
22,2021,D2,1.95,2021-07-20,0.021543151780551443,0.053980969214347016,0.038320959210734286,0.15269892883845776,0.372794655878496,0.7756811335318047,0.409006809613774,-0.4512146654887335,3.4944543349798174,0.13240196806184676
22,2021,D3,11.85,2021-08-02,0.02510567205870733,0.06159803101192963,0.03564669472282948,0.18424604418842327,0.3929318447958456,0.8109584737751119,0.3607707880433034,-0.4999380248553151,2.6823232107261945,-0.4577592358110058
22,2021,D4,15.55,2021-08-25,0.03559652202576074,0.06614677077832065,0.07592767013490138,0.13152867739655108,0.21433333926088213,0.4807597219475934,0.2449726143984129,-0.2517523385066597,3.968456675959061,0.02647753822142051
22,2021,D5,17.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2021,D0,0,2021-07-07,0.023340619892621275,0.056911940190744935,0.04427722574811858,0.13095508225310626,0.26080624353193377,0.6588716717151311,0.3212312952210191,-0.30988757417872964,3.691887642367997,0.32447852948542766
23,2021,D1,3.775,2021-07-15,0.02388538669281604,0.05884961502295501,0.03938044607779297,0.1462760469895987,0.31944418108544487,0.7426529846165346,0.3626077124763061,-0.384942426820229,3.221076503290896,0.018368358886033817
23,2021,D2,4.65,2021-07-20,0.02068966931328386,0.05666764593557311,0.041657446780706375,0.16755077523221976,0.3665856265535629,0.7608506463277303,0.3641167682702079,-0.4521959959162804,3.1149674297383507,-0.07596374295588357
23,2021,D3,18.65,2021-08-02,0.019931986268590652,0.04180364926489552,0.027753560965805956,0.12071820349318298,0.29492980837919525,0.8009225571547662,0.41839653086171386,-0.3420618002420701,3.437001828707352,-0.456517975692135
23,2021,D4,51.25,2021-08-25,0.031221413922412723,0.06389910895712682,0.07011234612111023,0.12325559338008188,0.1820244598480128,0.4541211033878029,0.19946032399016436,-0.20998751295158585,3.426660663752303,-0.08972055158015499
23,2021,D5,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2021,D0,0,2021-07-07,0.02211155475818778,0.060218035001254805,0.039769667046888224,0.14036510124794613,0.30815562011639763,0.7156573924161278,0.3615820032587549,-0.37205153262340274,3.512840426323534,0.3773438603858459
