blue,green,red,redge,nir,ndvi,ndre,cire,sipi,mndvi,plot,date
0.020529557130589633,0.05020432239648498,0.029733882235353965,0.1338568884870543,0.31857845701442133,0.7882094004868867,0.3981184883231217,-0.37747756829968154,3.2284252482058857,0.0205864547810572,1,2021-07-15
0.0185980025249059,0.05052206172352945,0.031058537106114066,0.1318898438503682,0.3058316683864208,0.7805915966215947,0.392277384961947,-0.3619396832996048,3.2776904986501565,0.025017020054392523,2,2021-07-15
0.01981701956340857,0.053488235731252096,0.032882781380142376,0.13223806014798126,0.30222704140191065,0.7638126646792291,0.38191669060994893,-0.3575166059812362,3.2530420912270936,0.0061431868503030425,3,2021-07-15
0.020006170216080237,0.05614472348447336,0.03134367934220999,0.14027445336360944,0.3260599527613008,0.7887920983830006,0.3904000319306242,-0.3893296794374437,3.150625201972528,-0.06867047558245173,4,2021-07-15
0.02095564383336017,0.05658478660581918,0.03321927592720423,0.1439912812700113,0.3291101776386155,0.7828250390262462,0.38357184154735696,-0.39441191938994813,3.104735395985237,-0.04508038765715764,5,2021-07-15
0.022372605020327608,0.05968789572593058,0.033533452133571826,0.1488490543343551,0.34708701681443643,0.7903655520935832,0.3917954999843402,-0.41831297814406065,3.1291518294543175,-0.13984438347347486,6,2021-07-15
0.021009176262281447,0.05998821938861354,0.03180204366095271,0.15602998873964022,0.36433334229321995,0.8096700276919122,0.39410803924091864,-0.4437158418425494,3.035818626885528,-0.3200177751092811,7,2021-07-15
0.02181142806284255,0.05995074560205537,0.032434772570422495,0.1516184378557678,0.35876937168621265,0.8000431163113546,0.39886707254491954,-0.43498090352039176,3.1511393557929575,-0.1140547795460883,8,2021-07-15
0.02132649342738478,0.057068438555670134,0.030897490688173827,0.14719232366306373,0.34481226976618345,0.8004531613024517,0.39269738509809116,-0.4147638899862296,3.0784810417785673,-0.14783130195561853,9,2021-07-15
0.021598941058895288,0.0575334754695153,0.031147981910912257,0.14166456888307746,0.33025511022715637,0.7919106905802415,0.39145127914934436,-0.3948047166509579,3.1059171882008125,-0.125423042383604,10,2021-07-15
0.020382975589187863,0.04942616659086405,0.03205623443402964,0.12173786360621791,0.2899206265498531,0.7603174832421552,0.3967210148141669,-0.3379536111234522,3.4080717996863044,0.14459301966947039,11,2021-07-15
